Item,Amount,Minimizer,Method,Assemblers,Execution Time (seconds)
copper-cable,800,1,solve,"{'copper-cable': 7, 'copper-plate': 0}",210.44620659999782
copper-cable,800,1,build_belts,"{'copper-cable': 7, 'copper-plate': 0}",65.33138269999472
copper-cable,800,1,solve,"{'copper-cable': 7, 'copper-plate': 0}",128.04649210000207
copper-cable,800,1,build_belts,"{'copper-cable': 7, 'copper-plate': 0}",18.289388700002746
copper-cable,800,1,solve,"{'copper-cable': 7, 'copper-plate': 0}",144.03050050000456
copper-cable,800,1,build_belts,"{'copper-cable': 7, 'copper-plate': 0}",51.53663119999692
copper-cable,900,1,solve,"{'copper-cable': 8, 'copper-plate': 0}",150.33820519999426
copper-cable,900,1,build_belts,"{'copper-cable': 8, 'copper-plate': 0}",3.3822240000008605
big-electric-pole,1,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.7271068999980344
big-electric-pole,1,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.17477990000043064
big-electric-pole,1,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.661490300000878
big-electric-pole,1,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.11899709999852348
big-electric-pole,1,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.738212600001134
big-electric-pole,1,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.1581744999930379
big-electric-pole,1,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.7296208999978262
big-electric-pole,1,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.1390800999943167
big-electric-pole,1,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.6324987999978475
big-electric-pole,1,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.11726389999967068
big-electric-pole,1,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.703993499999342
big-electric-pole,1,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.1857159999999567
big-electric-pole,1,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.6319931999969413
big-electric-pole,1,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.11164300000382354
big-electric-pole,1,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.6264521999983117
big-electric-pole,1,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.11454109999613138
big-electric-pole,1,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.710500499997579
big-electric-pole,1,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.174484900002426
big-electric-pole,1,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.6299704999983078
big-electric-pole,1,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.13760099999490194
big-electric-pole,50,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",3.8490690999969956
big-electric-pole,50,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",1.5376968999989913
big-electric-pole,50,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",3.67160039999726
big-electric-pole,50,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",1.1697024000022793
big-electric-pole,50,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",2.705262900002708
big-electric-pole,50,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",0.772055100002035
big-electric-pole,50,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",3.480687199997192
big-electric-pole,50,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",1.4012526000005892
big-electric-pole,50,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",4.092668199999025
big-electric-pole,50,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",1.7362761999975191
big-electric-pole,50,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",3.7551720999981626
big-electric-pole,50,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",2.009761300003447
big-electric-pole,50,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",4.139907899996615
big-electric-pole,50,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",1.4919299999965006
big-electric-pole,50,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",3.6716546999959974
big-electric-pole,50,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",1.6868947999973898
big-electric-pole,50,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",3.953359500002989
big-electric-pole,50,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",1.643615700006194
big-electric-pole,50,1,solve,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",3.997042400005739
big-electric-pole,50,1,build_belts,"{'big-electric-pole': 1, 'copper-plate': 0, 'steel-plate': 0}",1.8750609000053373
big-electric-pole,100,1,solve,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",43.72554919999675
big-electric-pole,100,1,build_belts,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",20.983620599996357
big-electric-pole,100,1,solve,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",30.462351600006514
big-electric-pole,100,1,build_belts,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",17.146754900000815
big-electric-pole,100,1,solve,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",36.25024940000003
big-electric-pole,100,1,build_belts,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",26.146942899998976
big-electric-pole,100,1,solve,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",48.18611669999518
big-electric-pole,100,1,build_belts,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",11.920644699996046
big-electric-pole,100,1,solve,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",65.3739299000008
big-electric-pole,100,1,build_belts,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",33.37745670000004
big-electric-pole,100,1,solve,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",34.88202579999779
big-electric-pole,100,1,build_belts,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",17.930436000002373
big-electric-pole,100,1,solve,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",29.23054730000149
big-electric-pole,100,1,build_belts,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",13.579726399999345
big-electric-pole,100,1,solve,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",68.17361769999843
big-electric-pole,100,1,build_belts,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",31.205250799997884
big-electric-pole,100,1,solve,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",51.96545390000392
big-electric-pole,100,1,build_belts,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",17.629540299996734
big-electric-pole,100,1,solve,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",25.59343159999844
big-electric-pole,100,1,build_belts,"{'big-electric-pole': 2, 'copper-plate': 0, 'steel-plate': 0}",15.551814399994328

copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.27003530000001774
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.024915900000451074
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.3641803999998956
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.029099200000018755
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.3836524999996982
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.029518100000132108
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.34793640000043524
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.03220599999986007
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.3118157999997493
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.03042210000057821
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.3382676999990508
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.033719000000928645
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.3251564000001963
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.03588820000004489
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.3015419999992446
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.031084600001122453
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.37733400000070105
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.03526210000018182
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.4249244999991788
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.03187109999998938
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.33533129999887024
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.030823099999906844
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.33520120000139286
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.032802399999127374
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.3777044999987993
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.029647499999555293
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.38137319999987085
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.030978200000390643
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.3656946999999491
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.03224620000037248
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.35818140000083076
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.03060849999928905
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.3521223000007012
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.030414499999096734
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.36958729999969364
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.031057299998792587
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.37938259999828006
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.0409114000012778
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.3335509999997157
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.029617300000609248
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.3870277999994869
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.03299189999961527
copper-cable,1,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.3465905000011844
copper-cable,1,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.03274099999907776
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 2, 'copper-plate': 0, 'iron-plate': 0}",16.078409000001557
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",2.7587285000045085
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",2.806438200001139
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",2.759281500002544
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.2033461000028183
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.2809047999908216
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.0015285000117728
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.2991424999927403
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.3261688000056893
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.15281210000102874
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.8160608999896795
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.012894999992568046
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1753200000093784
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.122533099987777
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.15631049999501556
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1375077000120655
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.15020430000731722
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1961274000059348
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.1373545000096783
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1647195999976248
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13859590000356548
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.157141400006367
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.10652709999703802
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1006266999756917
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.1161296000063885
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.120390199997928
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.11646079999627545
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.2337480999995023
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.12074159999610856
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.146787800011225
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13115850000758655
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1665639999846462
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.18115899999975227
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1934829999809153
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13274729999830015
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.140932200010866
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13920879998477176
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1755962999886833
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13373539998428896
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1462001999898348
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13508929999079555
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1409431000065524
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.14027899998473004
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1414947000157554
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13226589999976568
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1711830999993253
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13521189999300987
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1649594999908004
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.1300377000006847
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1852596999960952
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13523820001864806
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.2751846000028308
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.228668399999151
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1377614999946672
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.22414939998998307
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1805509999976493
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.14894129999447614
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1778285000182223
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.21208860000479035
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.2152211999928113
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.2163834999955725
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1844072999956552
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.118894499988528
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13537889998406172
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1557475999870803
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.1397669999860227
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1333711000042967
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13179280000622384
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1580723999941256
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.1329791999887675
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1029783000121824
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13128649999271147
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1124248999985866
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13194429999566637
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1554584999976214
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13345230001141317
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1831502999993972
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13831029998254962
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1532281000108924
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13481099999626167
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1196323000185657
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13467390000005253
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1205518000060692
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.12996920000296086
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1540952999785077
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.1323745000117924
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",1.1462114000169095
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 1, 'copper-plate': 0, 'iron-plate': 0}",0.13625929999398068
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 2, 'copper-plate': 0, 'iron-plate': 0}",6.32016790000489
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 2, 'copper-plate': 0, 'iron-plate': 0}",0.8445322000188753
electronic-circuit,1,1,solve,"{'electronic-circuit': 1, 'copper-cable': 2, 'copper-plate': 0, 'iron-plate': 0}",3.1558024999976624
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 1, 'copper-cable': 2, 'copper-plate': 0, 'iron-plate': 0}",0.21098809997783974
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",17.195282300002873
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.5737059999955818
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",18.411913599993568
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.5517430000181776
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",18.902326700015692
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.5645955000072718
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",18.900221999996575
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.5261226000147872
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",16.021027500013588
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.11405630002263933
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",18.843443399993703
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.5788000999891665
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",12.199575799982995
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.5807017000042833
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",19.28023150001536
